g8.t1_1	CALCHIM00000023384_1
g12877.t1_1	CALCHIM00000023119_1
g12878.t2_1	CALCHIM00000023116_1
g12879.t1_1	CALCHIM00000023117_1
g12882.t1_1	CALCHIM00000023113_1
g12883.t1_1	CALCHIM00000039541_1
g12884.t1_1	CALCHIM00000023109_1
g12885.t1_1	CALCHIM00000012462_1
g12886.t1_1	CALCHIM00000012467_1
g12888.t1_1	CALCHIM00000012471_1
g12889.t1_1	CALCHIM00000012472_1
g12890.t1_1	CALCHIM00000012473_1
g12891.t1_1	CALCHIM00000012481_1
g12892.t1_1	CALCHIM00000021327_1
g12895.t1_1	CALCHIM00000042138_1
g12897.t1_1	CALCHIM00000015756_1
g12900.t1_1	CALCHIM00000015758_1
g12901.t1_1	CALCHIM00000015760_1
g12902.t2_1	CALCHIM00000015763_1
g12904.t1_1	CALCHIM00000015770_1
g12906.t1_1	CALCHIM00000015774_1
g12907.t1_1	CALCHIM00000015776_1
g12908.t1_1	CALCHIM00000015777_1
g12910.t1_1	CALCHIM00000015779_1
g12911.t1_1	CALCHIM00000015780_1
g12912.t1_1	CALCHIM00000015782_1
g12913.t1_1	CALCHIM00000015788_1
g12915.t1_1	CALCHIM00000051641_1
g12917.t1_1	CALCHIM00000051783_1
g12919.t2_1	CALCHIM00000051775_1
g12920.t1_1	CALCHIM00000051781_1
g12922.t1_1	CALCHIM00000030491_1
g12924.t1_1	CALCHIM00000051767_1
g12925.t1_1	CALCHIM00000051765_1
g12926.t1_1	CALCHIM00000051764_1
g12927.t1_1	CALCHIM00000051721_1
g12930.t1_1	CALCHIM00000051756_1
g12933.t1_1	CALCHIM00000038929_1
g12934.t1_1	CALCHIM00000051748_1
g12938.t2_1	CALCHIM00000035072_1
g12939.t1_1	CALCHIM00000051728_1
g12945.t1_1	CALCHIM00000014473_1
g12956.t1_1	CALCHIM00000046109_1
g12959.t1_1	CALCHIM00000046097_1
g12961.t1_1	CALCHIM00000046093_1
g12963.t1_1	CALCHIM00000046083_1
g12970.t1_1	CALCHIM00000020939_1
g12977.t1_1	CALCHIM00000031084_1
g12981.t1_1	CALCHIM00000041412_1
g12982.t1_1	CALCHIM00000046113_1
g12984.t2_1	CALCHIM00000046103_1
g12985.t1_1	CALCHIM00000046099_1
g12990.t1_1	CALCHIM00000046086_1
g12993.t1_1	CALCHIM00000046080_1
g12994.t1_1	CALCHIM00000046075_1
g12996.t1_1	CALCHIM00000046063_1
g12997.t1_1	CALCHIM00000046059_1
g12998.t1_1	CALCHIM00000046057_1
g12999.t2_1	CALCHIM00000046053_1
g13000.t1_1	CALCHIM00000012428_1
g13001.t1_1	CALCHIM00000012427_1
g13003.t1_1	CALCHIM00000036285_1
g13004.t1_1	CALCHIM00000036288_1
g13005.t2_1	CALCHIM00000036289_1
g13006.t1_1	CALCHIM00000036292_1
g13007.t1_1	CALCHIM00000036298_1
g13008.t1_1	CALCHIM00000010311_1
g13009.t1_1	CALCHIM00000036303_1
g13010.t2_1	CALCHIM00000021287_1
g13011.t2_1	CALCHIM00000021290_1
g13012.t1_1	CALCHIM00000021292_1
g13013.t1_1	CALCHIM00000021299_1
g13014.t1_1	CALCHIM00000021304_1
g13017.t3_1	CALCHIM00000021307_1
g13018.t2_1	CALCHIM00000021310_1
g13019.t2_1	CALCHIM00000021312_1
g13020.t1_1	CALCHIM00000021314_1
g13022.t1_1	CALCHIM00000036271_1
g13023.t1_1	CALCHIM00000028480_1
g13024.t1_1	CALCHIM00000036269_1
g13025.t2_1	CALCHIM00000036264_1
g13026.t1_1	CALCHIM00000036263_1
g13029.t1_1	CALCHIM00000021330_1
g13030.t1_1	CALCHIM00000021342_1
g13031.t1_1	CALCHIM00000021339_1
g13032.t3_1	CALCHIM00000021338_1
g13033.t1_1	CALCHIM00000021336_1
g13034.t1_1	CALCHIM00000021335_1
g13035.t1_1	CALCHIM00000021424_1
g13036.t1_1	CALCHIM00000021422_1
g13037.t1_1	CALCHIM00000021420_1
g13039.t1_1	CALCHIM00000021409_1
g13040.t1_1	CALCHIM00000021408_1
g13041.t1_1	CALCHIM00000021407_1
g13042.t1_1	CALCHIM00000021406_1
g13043.t1_1	CALCHIM00000021395_1
g13045.t1_1	CALCHIM00000021376_1
g13046.t1_1	CALCHIM00000021373_1
g13047.t1_1	CALCHIM00000021371_1
g13048.t1_1	CALCHIM00000021369_1
g13049.t2_1	CALCHIM00000021361_1
g13050.t1_1	CALCHIM00000021352_1
g13051.t1_1	CALCHIM00000021351_1
g13052.t2_1	CALCHIM00000021350_1
g13053.t2_1	CALCHIM00000021347_1
g13054.t1_1	CALCHIM00000021344_1
g13055.t1_1	CALCHIM00000036252_1
g13056.t1_1	CALCHIM00000036251_1
g13057.t1_1	CALCHIM00000036243_1
g13058.t1_1	CALCHIM00000036244_1
g13059.t1_1	CALCHIM00000036242_1
g13062.t1_1	CALCHIM00000036241_1
g13063.t3_1	CALCHIM00000036237_1
g13065.t1_1	CALCHIM00000036227_1
g13066.t1_1	CALCHIM00000036223_1
g13067.t1_1	CALCHIM00000036217_1
g13068.t1_1	CALCHIM00000036215_1
g13069.t1_1	CALCHIM00000036206_1
g13070.t3_1	CALCHIM00000036204_1
g13071.t1_1	CALCHIM00000036201_1
g13072.t4_1	CALCHIM00000036192_1
g13073.t1_1	CALCHIM00000036182_1
g13074.t4_1	CALCHIM00000036169_1
g13078.t1_1	CALCHIM00000036147_1
g13083.t1_1	CALCHIM00000036137_1
g13084.t1_1	CALCHIM00000036135_1
g13085.t2_1	CALCHIM00000036123_1
g13086.t1_1	CALCHIM00000036119_1
g13089.t1_1	CALCHIM00000023381_1
g13092.t1_1	CALCHIM00000023371_1
g13094.t1_1	CALCHIM00000023367_1
g13113.t1_1	CALCHIM00000040097_1
g13115.t1_1	CALCHIM00000040096_1
g13116.t1_1	CALCHIM00000040095_1
g13117.t1_1	CALCHIM00000040094_1
g13120.t1_1	CALCHIM00000040079_1
g13121.t1_1	CALCHIM00000040078_1
g13122.t1_1	CALCHIM00000040072_1
g13123.t1_1	CALCHIM00000040062_1
g13124.t1_1	CALCHIM00000040059_1
g13126.t1_1	CALCHIM00000018894_1
g13127.t1_1	CALCHIM00000014090_1
g13128.t1_1	CALCHIM00000014085_1
g13129.t1_1	CALCHIM00000014083_1
g13130.t1_1	CALCHIM00000014078_1
g13131.t1_1	CALCHIM00000014076_1
g13132.t1_1	CALCHIM00000014068_1
g13133.t1_1	CALCHIM00000014065_1
g13135.t1_1	CALCHIM00000014058_1
g13136.t1_1	CALCHIM00000014057_1
g13138.t1_1	CALCHIM00000014056_1
g13139.t4_1	CALCHIM00000014049_1
g13141.t1_1	CALCHIM00000031005_1
g13144.t1_1	CALCHIM00000049468_1
g13145.t1_1	CALCHIM00000049469_1
g13146.t1_1	CALCHIM00000049472_1
g13147.t1_1	CALCHIM00000049476_1
g13148.t1_1	CALCHIM00000049478_1
g13149.t1_1	CALCHIM00000049481_1
g13150.t2_1	CALCHIM00000049483_1
g13151.t1_1	CALCHIM00000049485_1
g13152.t1_1	CALCHIM00000049487_1
g13153.t1_1	CALCHIM00000049489_1
g13154.t1_1	CALCHIM00000049490_1
g13155.t2_1	CALCHIM00000049494_1
g13156.t1_1	CALCHIM00000049501_1
g13157.t1_1	CALCHIM00000049505_1
g13158.t1_1	CALCHIM00000049509_1
g13159.t2_1	CALCHIM00000049512_1
g13160.t1_1	CALCHIM00000049524_1
g13161.t1_1	CALCHIM00000049525_1
g13162.t1_1	CALCHIM00000049532_1
g13163.t2_1	CALCHIM00000049538_1
g13164.t1_1	CALCHIM00000049543_1
g13165.t1_1	CALCHIM00000049550_1
g13166.t1_1	CALCHIM00000049564_1
g13167.t1_1	CALCHIM00000049571_1
g13168.t1_1	CALCHIM00000049575_1
g13169.t1_1	CALCHIM00000049585_1
g13170.t1_1	CALCHIM00000049588_1
g13171.t2_1	CALCHIM00000049594_1
g13173.t1_1	CALCHIM00000050186_1
g13174.t1_1	CALCHIM00000030640_1
g13175.t1_1	CALCHIM00000030633_1
g13176.t1_1	CALCHIM00000030630_1
g13177.t1_1	CALCHIM00000030628_1
g13178.t1_1	CALCHIM00000056549_1
g13179.t1_1	CALCHIM00000030624_1
g13180.t1_1	CALCHIM00000030621_1
g13182.t1_1	CALCHIM00000030620_1
g13184.t1_1	CALCHIM00000030618_1
g13185.t1_1	CALCHIM00000030613_1
g13186.t1_1	CALCHIM00000030609_1
g13187.t1_1	CALCHIM00000030607_1
g13188.t1_1	CALCHIM00000028720_1
g13190.t1_1	CALCHIM00000011812_1
g13191.t1_1	CALCHIM00000030595_1
g13193.t1_1	CALCHIM00000030593_1
g13194.t1_1	CALCHIM00000030584_1
g13196.t1_1	CALCHIM00000004222_1
g13197.t1_1	CALCHIM00000030576_1
g13198.t1_1	CALCHIM00000030572_1
g13199.t1_1	CALCHIM00000030564_1
g13200.t1_1	CALCHIM00000030563_1
g13201.t1_1	CALCHIM00000030561_1
g13202.t1_1	CALCHIM00000030559_1
g13203.t1_1	CALCHIM00000030555_1
g13204.t1_1	CALCHIM00000030547_1
g13205.t1_1	CALCHIM00000030541_1
g13206.t1_1	CALCHIM00000030539_1
g13207.t1_1	CALCHIM00000030536_1
g13208.t4_1	CALCHIM00000030531_1
g13209.t1_1	CALCHIM00000030530_1
g13210.t1_1	CALCHIM00000030528_1
g13211.t1_1	CALCHIM00000030525_1
g13213.t1_1	CALCHIM00000030518_1
g13214.t1_1	CALCHIM00000004282_1
g13215.t1_1	CALCHIM00000032608_1
g13219.t1_1	CALCHIM00000049630_1
g13221.t1_1	CALCHIM00000049605_1
g13222.t1_1	CALCHIM00000049601_1
g13223.t1_1	CALCHIM00000049600_1
g13224.t1_1	CALCHIM00000017174_1
g13225.t1_1	CALCHIM00000017173_1
g13226.t1_1	CALCHIM00000017170_1
g13228.t1_1	CALCHIM00000037436_1
g13229.t1_1	CALCHIM00000037434_1
g13230.t1_1	CALCHIM00000037433_1
g13231.t1_1	CALCHIM00000037428_1
g13232.t1_1	CALCHIM00000037431_1
g13234.t1_1	CALCHIM00000037425_1
g13235.t2_1	CALCHIM00000037421_1
g13236.t1_1	CALCHIM00000037419_1
g13237.t1_1	CALCHIM00000037414_1
g13238.t1_1	CALCHIM00000037404_1
g13239.t1_1	CALCHIM00000037396_1
g13240.t1_1	CALCHIM00000037390_1
g13241.t1_1	CALCHIM00000041148_1
g13244.t2_1	CALCHIM00000041122_1
g13245.t1_1	CALCHIM00000041121_1
g13246.t1_1	CALCHIM00000041120_1
g13248.t1_1	CALCHIM00000041116_1
g13249.t2_1	CALCHIM00000041111_1
g13250.t1_1	CALCHIM00000041108_1
g13253.t1_1	CALCHIM00000002973_1
g13255.t1_1	CALCHIM00000002979_1
g13256.t2_1	CALCHIM00000002981_1
g13257.t1_1	CALCHIM00000002985_1
g13259.t2_1	CALCHIM00000002986_1
g13260.t2_1	CALCHIM00000002989_1
g13261.t1_1	CALCHIM00000002999_1
g13262.t1_1	CALCHIM00000003005_1
g13263.t1_1	CALCHIM00000003006_1
g13265.t2_1	CALCHIM00000003019_1
g13266.t1_1	CALCHIM00000003020_1
g13267.t1_1	CALCHIM00000007632_1
g13268.t1_1	CALCHIM00000010448_1
g13270.t2_1	CALCHIM00000003025_1
g13271.t1_1	CALCHIM00000058964_1
g13272.t1_1	CALCHIM00000058958_1
g13273.t1_1	CALCHIM00000058954_1
g13274.t2_1	CALCHIM00000058953_1
g13275.t1_1	CALCHIM00000058948_1
g13276.t1_1	CALCHIM00000058946_1
g13277.t1_1	CALCHIM00000058909_1
g13278.t1_1	CALCHIM00000058907_1
g13280.t1_1	CALCHIM00000058904_1
g13282.t1_1	CALCHIM00000058903_1
g13283.t1_1	CALCHIM00000058902_1
g13284.t1_1	CALCHIM00000025542_1
g13285.t1_1	CALCHIM00000025543_1
g13286.t1_1	CALCHIM00000025547_1
g13289.t1_1	CALCHIM00000025549_1
g13290.t1_1	CALCHIM00000025553_1
g13291.t1_1	CALCHIM00000025558_1
g13292.t1_1	CALCHIM00000025562_1
g13293.t1_1	CALCHIM00000025564_1
g13294.t1_1	CALCHIM00000025567_1
g13295.t1_1	CALCHIM00000025568_1
g13296.t1_1	CALCHIM00000025571_1
g13297.t1_1	CALCHIM00000025573_1
g13298.t1_1	CALCHIM00000025576_1
g13300.t1_1	CALCHIM00000025590_1
g13301.t1_1	CALCHIM00000025589_1
g13302.t1_1	CALCHIM00000025591_1
g13303.t1_1	CALCHIM00000025595_1
g13304.t1_1	CALCHIM00000025596_1
g13305.t1_1	CALCHIM00000025599_1
g13308.t1_1	CALCHIM00000025600_1
g13311.t1_1	CALCHIM00000025601_1
g13312.t1_1	CALCHIM00000021425_1
g13313.t2_1	CALCHIM00000021426_1
g13314.t1_1	CALCHIM00000021428_1
g13315.t1_1	CALCHIM00000021429_1
g13316.t1_1	CALCHIM00000021430_1
g13317.t1_1	CALCHIM00000021432_1
g13318.t1_1	CALCHIM00000021433_1
g13319.t1_1	CALCHIM00000021434_1
g13320.t1_1	CALCHIM00000021435_1
g13321.t1_1	CALCHIM00000021436_1
g13322.t1_1	CALCHIM00000003507_1
g13323.t2_1	CALCHIM00000021439_1
g13325.t1_1	CALCHIM00000021448_1
g13326.t1_1	CALCHIM00000021450_1
g13327.t1_1	CALCHIM00000021451_1
g13328.t1_1	CALCHIM00000021452_1
g13329.t1_1	CALCHIM00000021458_1
g13330.t1_1	CALCHIM00000021461_1
g13332.t1_1	CALCHIM00000021467_1
g13333.t1_1	CALCHIM00000057088_1
g13334.t1_1	CALCHIM00000021468_1
g13335.t1_1	CALCHIM00000021471_1
g13337.t1_1	CALCHIM00000031553_1
g13338.t1_1	CALCHIM00000031554_1
g13339.t1_1	CALCHIM00000031555_1
g13340.t1_1	CALCHIM00000031562_1
g13341.t1_1	CALCHIM00000031564_1
g13342.t1_1	CALCHIM00000031567_1
g13343.t1_1	CALCHIM00000031569_1
g13344.t1_1	CALCHIM00000031574_1
g13345.t1_1	CALCHIM00000031578_1
g13347.t1_1	CALCHIM00000052068_1
g13349.t2_1	CALCHIM00000052085_1
g13352.t1_1	CALCHIM00000052095_1
g13353.t1_1	CALCHIM00000052098_1
g13354.t1_1	CALCHIM00000052100_1
g13355.t1_1	CALCHIM00000052108_1
g13358.t1_1	CALCHIM00000016912_1
g13359.t1_1	CALCHIM00000021517_1
g13360.t1_1	CALCHIM00000043483_1
g13361.t1_1	CALCHIM00000043492_1
g13362.t1_1	CALCHIM00000043496_1
g13363.t1_1	CALCHIM00000043500_1
g13364.t1_1	CALCHIM00000043505_1
g13365.t1_1	CALCHIM00000043507_1
g13366.t2_1	CALCHIM00000043509_1
g13367.t1_1	CALCHIM00000043514_1
g13369.t1_1	CALCHIM00000043517_1
g13370.t1_1	CALCHIM00000043520_1
g13371.t1_1	CALCHIM00000043522_1
g13372.t1_1	CALCHIM00000043526_1
g13373.t1_1	CALCHIM00000043529_1
g13374.t1_1	CALCHIM00000043533_1
g13375.t1_1	CALCHIM00000004499_1
g13376.t1_1	CALCHIM00000004497_1
g13377.t1_1	CALCHIM00000004493_1
g13378.t1_1	CALCHIM00000004491_1
g13379.t1_1	CALCHIM00000004490_1
g13380.t1_1	CALCHIM00000004489_1
g13381.t1_1	CALCHIM00000004488_1
g13382.t1_1	CALCHIM00000004485_1
g13383.t1_1	CALCHIM00000057661_1
g13384.t1_1	CALCHIM00000004483_1
g13385.t1_1	CALCHIM00000004482_1
g13386.t1_1	CALCHIM00000004481_1
g13387.t2_1	CALCHIM00000004473_1
g13388.t2_1	CALCHIM00000004477_1
g13389.t1_1	CALCHIM00000004474_1
g13390.t1_1	CALCHIM00000004472_1
g13391.t1_1	CALCHIM00000004471_1
g13392.t1_1	CALCHIM00000004470_1
g13394.t1_1	CALCHIM00000004469_1
g13395.t1_1	CALCHIM00000053913_1
g13396.t1_1	CALCHIM00000053914_1
g13397.t1_1	CALCHIM00000053912_1
g13399.t1_1	CALCHIM00000031705_1
g13400.t1_1	CALCHIM00000031702_1
g13402.t1_1	CALCHIM00000031697_1
g13403.t1_1	CALCHIM00000031692_1
g13404.t1_1	CALCHIM00000031690_1
g13405.t1_1	CALCHIM00000031689_1
g13406.t3_1	CALCHIM00000031675_1
g13408.t1_1	CALCHIM00000031672_1
g13409.t1_1	CALCHIM00000031671_1
g13410.t2_1	CALCHIM00000031670_1
g13411.t2_1	CALCHIM00000031664_1
g13412.t1_1	CALCHIM00000031667_1
g13413.t2_1	CALCHIM00000031661_1
g13414.t1_1	CALCHIM00000031658_1
g13415.t1_1	CALCHIM00000031656_1
g13416.t1_1	CALCHIM00000031654_1
g13417.t1_1	CALCHIM00000031653_1
g13418.t2_1	CALCHIM00000031650_1
g13419.t1_1	CALCHIM00000031647_1
g13420.t1_1	CALCHIM00000031645_1
g13421.t1_1	CALCHIM00000031644_1
g13422.t2_1	CALCHIM00000031641_1
g13423.t1_1	CALCHIM00000052025_1
g13424.t1_1	CALCHIM00000052019_1
g13425.t1_1	CALCHIM00000052017_1
g13426.t1_1	CALCHIM00000052016_1
g13427.t1_1	CALCHIM00000052012_1
g13428.t2_1	CALCHIM00000052010_1
g13429.t1_1	CALCHIM00000052007_1
g13430.t2_1	CALCHIM00000052002_1
g13431.t1_1	CALCHIM00000051996_1
g13432.t1_1	CALCHIM00000051995_1
g13433.t1_1	CALCHIM00000051993_1
g13434.t1_1	CALCHIM00000051991_1
g13435.t1_1	CALCHIM00000051989_1
g13436.t1_1	CALCHIM00000051985_1
g13437.t1_1	CALCHIM00000051981_1
g13438.t1_1	CALCHIM00000051975_1
g13439.t1_1	CALCHIM00000051974_1
g13440.t5_1	CALCHIM00000051972_1
g13441.t3_1	CALCHIM00000051970_1
g13442.t1_1	CALCHIM00000051966_1
g13443.t1_1	CALCHIM00000051961_1
g13444.t2_1	CALCHIM00000051960_1
g13445.t1_1	CALCHIM00000051959_1
g13446.t1_1	CALCHIM00000051957_1
g13447.t1_1	CALCHIM00000051956_1
g13448.t4_1	CALCHIM00000051946_1
g13449.t2_1	CALCHIM00000051945_1
g13450.t1_1	CALCHIM00000051944_1
g13451.t1_1	CALCHIM00000051943_1
g13452.t1_1	CALCHIM00000051940_1
g13453.t1_1	CALCHIM00000051938_1
g13454.t1_1	CALCHIM00000051936_1
g13455.t1_1	CALCHIM00000010741_1
g13456.t1_1	CALCHIM00000010740_1
g13457.t1_1	CALCHIM00000010739_1
g13458.t1_1	CALCHIM00000010737_1
g13459.t1_1	CALCHIM00000010736_1
g13460.t1_1	CALCHIM00000010731_1
g13461.t1_1	CALCHIM00000010730_1
g13462.t1_1	CALCHIM00000010728_1
g13463.t1_1	CALCHIM00000010727_1
g13464.t1_1	CALCHIM00000010726_1
g13465.t1_1	CALCHIM00000010724_1
g13466.t2_1	CALCHIM00000010723_1
g13467.t2_1	CALCHIM00000010715_1
g13469.t1_1	CALCHIM00000010705_1
g13470.t1_1	CALCHIM00000010693_1
g13471.t1_1	CALCHIM00000010691_1
g13472.t1_1	CALCHIM00000010686_1
g13473.t1_1	CALCHIM00000010685_1
g13475.t1_1	CALCHIM00000010679_1
g13476.t1_1	CALCHIM00000010677_1
g13477.t1_1	CALCHIM00000010676_1
g13478.t1_1	CALCHIM00000010674_1
g13479.t1_1	CALCHIM00000010672_1
g13480.t2_1	CALCHIM00000010666_1
g13481.t1_1	CALCHIM00000010669_1
g13482.t1_1	CALCHIM00000010665_1
g13483.t1_1	CALCHIM00000010658_1
g13484.t1_1	CALCHIM00000010654_1
g13485.t1_1	CALCHIM00000010653_1
g13486.t1_1	CALCHIM00000010649_1
g13487.t1_1	CALCHIM00000010648_1
g13488.t1_1	CALCHIM00000010647_1
g13489.t1_1	CALCHIM00000010646_1
g13490.t1_1	CALCHIM00000010645_1
g13491.t2_1	CALCHIM00000010643_1
g13492.t1_1	CALCHIM00000010642_1
g13493.t1_1	CALCHIM00000010636_1
g13494.t1_1	CALCHIM00000010635_1
g13495.t1_1	CALCHIM00000010634_1
g13497.t1_1	CALCHIM00000010632_1
g13498.t1_1	CALCHIM00000010619_1
g13499.t1_1	CALCHIM00000010617_1
g13500.t1_1	CALCHIM00000010615_1
g13501.t1_1	CALCHIM00000010614_1
g13502.t1_1	CALCHIM00000010612_1
g13503.t1_1	CALCHIM00000010610_1
g13504.t1_1	CALCHIM00000034075_1
g13506.t1_1	CALCHIM00000034072_1
g13507.t1_1	CALCHIM00000034070_1
g13508.t1_1	CALCHIM00000034063_1
g13509.t1_1	CALCHIM00000034061_1
g13510.t1_1	CALCHIM00000034062_1
g13512.t1_1	CALCHIM00000034059_1
g13513.t1_1	CALCHIM00000034056_1
g13514.t1_1	CALCHIM00000034054_1
g13515.t1_1	CALCHIM00000034053_1
g13516.t1_1	CALCHIM00000034045_1
g13517.t1_1	CALCHIM00000040269_1
g13518.t2_1	CALCHIM00000040264_1
g13520.t1_1	CALCHIM00000040262_1
g13521.t1_1	CALCHIM00000040259_1
g13522.t1_1	CALCHIM00000040257_1
g13523.t1_1	CALCHIM00000040252_1
g13524.t1_1	CALCHIM00000040250_1
g13526.t1_1	CALCHIM00000040247_1
g13527.t1_1	CALCHIM00000049981_1
g13528.t1_1	CALCHIM00000049980_1
g13529.t1_1	CALCHIM00000049977_1
g13530.t1_1	CALCHIM00000049972_1
g13532.t1_1	CALCHIM00000049965_1
g13533.t1_1	CALCHIM00000049964_1
g13535.t1_1	CALCHIM00000043264_1
g13536.t1_1	CALCHIM00000043272_1
g13538.t1_1	CALCHIM00000043263_1
g13539.t1_1	CALCHIM00000043259_1
g13540.t2_1	CALCHIM00000051900_1
g13541.t1_1	CALCHIM00000051901_1
g13542.t2_1	CALCHIM00000051902_1
g13543.t1_1	CALCHIM00000051906_1
g13544.t2_1	CALCHIM00000051909_1
g13545.t1_1	CALCHIM00000051914_1
g13547.t1_1	CALCHIM00000051915_1
g13548.t2_1	CALCHIM00000051916_1
g13549.t1_1	CALCHIM00000051919_1
g13550.t2_1	CALCHIM00000051927_1
g13551.t2_1	CALCHIM00000051931_1
g13552.t1_1	CALCHIM00000051935_1
g13553.t1_1	CALCHIM00000039680_1
g13554.t1_1	CALCHIM00000039689_1
g13557.t1_1	CALCHIM00000039706_1
g13559.t1_1	CALCHIM00000039711_1
g13560.t1_1	CALCHIM00000039715_1
g13561.t1_1	CALCHIM00000039716_1
g13562.t1_1	CALCHIM00000039719_1
g13563.t1_1	CALCHIM00000039723_1
g13564.t1_1	CALCHIM00000039724_1
g13565.t1_1	CALCHIM00000039725_1
g13566.t1_1	CALCHIM00000039726_1
g13567.t1_1	CALCHIM00000039729_1
g13568.t1_1	CALCHIM00000039730_1
g13569.t1_1	CALCHIM00000039732_1
g13570.t1_1	CALCHIM00000039737_1
g13571.t2_1	CALCHIM00000039741_1
g13572.t1_1	CALCHIM00000039747_1
g13573.t1_1	CALCHIM00000051856_1
g13574.t1_1	CALCHIM00000051858_1
g13575.t1_1	CALCHIM00000051861_1
g13576.t1_1	CALCHIM00000051868_1
g13577.t1_1	CALCHIM00000051873_1
g13578.t1_1	CALCHIM00000042675_1
g13579.t1_1	CALCHIM00000051875_1
g13580.t1_1	CALCHIM00000051879_1
g13581.t1_1	CALCHIM00000051881_1
g13582.t1_1	CALCHIM00000051882_1
g13583.t1_1	CALCHIM00000051883_1
g13584.t1_1	CALCHIM00000051890_1
g13585.t1_1	CALCHIM00000051891_1
g13588.t1_1	CALCHIM00000043253_1
g13591.t1_1	CALCHIM00000043246_1
g13592.t1_1	CALCHIM00000043245_1
g13594.t1_1	CALCHIM00000046358_1
g13595.t1_1	CALCHIM00000035940_1
g13598.t1_1	CALCHIM00000035937_1
g13599.t1_1	CALCHIM00000035936_1
g13601.t1_1	CALCHIM00000035928_1
g13603.t1_1	CALCHIM00000035926_1
g13604.t1_1	CALCHIM00000035925_1
g13605.t1_1	CALCHIM00000035923_1
g13606.t1_1	CALCHIM00000035919_1
g13607.t1_1	CALCHIM00000035918_1
g13608.t1_1	CALCHIM00000035917_1
g13610.t1_1	CALCHIM00000035914_1
g13611.t1_1	CALCHIM00000035912_1
g13806.t1_1	CALCHIM00000047850_1
g13808.t1_1	CALCHIM00000047843_1
g13809.t1_1	CALCHIM00000047840_1
g13811.t1_1	CALCHIM00000047827_1
g13815.t1_1	CALCHIM00000047826_1
g13816.t1_1	CALCHIM00000047824_1
g13817.t1_1	CALCHIM00000047818_1
g13819.t1_1	CALCHIM00000047817_1
g13822.t1_1	CALCHIM00000047814_1
g13826.t1_1	CALCHIM00000012049_1
g13827.t1_1	CALCHIM00000025467_1
g13829.t1_1	CALCHIM00000019461_1
g13835.t1_1	CALCHIM00000012065_1
g13836.t1_1	CALCHIM00000012063_1
g13840.t1_1	CALCHIM00000004386_1
g13847.t2_1	CALCHIM00000047836_1
g13848.t1_1	CALCHIM00000047835_1
g13849.t1_1	CALCHIM00000047833_1
g13851.t1_1	CALCHIM00000047837_1
g13854.t1_1	CALCHIM00000047846_1
g13855.t1_1	CALCHIM00000056790_1
g13857.t1_1	CALCHIM00000048113_1
g13859.t1_1	CALCHIM00000056093_1
g13861.t1_1	CALCHIM00000056091_1
g13864.t1_1	CALCHIM00000028991_1
g13874.t1_1	CALCHIM00000028990_1
g13875.t1_1	CALCHIM00000047601_1
g13876.t1_1	CALCHIM00000047604_1
g13878.t1_1	CALCHIM00000047607_1
g13879.t1_1	CALCHIM00000047609_1
g13880.t2_1	CALCHIM00000047612_1
g13882.t1_1	CALCHIM00000047613_1
g13883.t1_1	CALCHIM00000047625_1
g13885.t1_1	CALCHIM00000047633_1
g13886.t1_1	CALCHIM00000047634_1
g13887.t1_1	CALCHIM00000047637_1
g13888.t1_1	CALCHIM00000047638_1
g13889.t1_1	CALCHIM00000047642_1
g13890.t1_1	CALCHIM00000047644_1
g13891.t2_1	CALCHIM00000047647_1
g13892.t1_1	CALCHIM00000047654_1
g13893.t1_1	CALCHIM00000047666_1
g13894.t1_1	CALCHIM00000047667_1
g13895.t1_1	CALCHIM00000047670_1
g13896.t1_1	CALCHIM00000058462_1
g13897.t1_1	CALCHIM00000057763_1
g13898.t2_1	CALCHIM00000047684_1
g13901.t1_1	CALCHIM00000013685_1
g13902.t1_1	CALCHIM00000047724_1
g13904.t1_1	CALCHIM00000047734_1
g13905.t1_1	CALCHIM00000047740_1
g13906.t1_1	CALCHIM00000047745_1
g13907.t1_1	CALCHIM00000026069_1
g13908.t1_1	CALCHIM00000047749_1
g13909.t1_1	CALCHIM00000047767_1
g13910.t1_1	CALCHIM00000047769_1
g13911.t1_1	CALCHIM00000026048_1
g13912.t1_1	CALCHIM00000026046_1
g13913.t1_1	CALCHIM00000047777_1
g13915.t1_1	CALCHIM00000026044_1
g13920.t1_1	CALCHIM00000051855_1
g13921.t1_1	CALCHIM00000043574_1
g13923.t2_1	CALCHIM00000043570_1
g13924.t1_1	CALCHIM00000051844_1
g13925.t1_1	CALCHIM00000043566_1
g13926.t1_1	CALCHIM00000043561_1
g13928.t1_1	CALCHIM00000051832_1
g13929.t1_1	CALCHIM00000051833_1
g13930.t2_1	CALCHIM00000043556_1
g13932.t1_1	CALCHIM00000043554_1
g13933.t1_1	CALCHIM00000043553_1
g13934.t1_1	CALCHIM00000046038_1
g13935.t1_1	CALCHIM00000043549_1
g13936.t1_1	CALCHIM00000043548_1
g13937.t1_1	CALCHIM00000043547_1
g13938.t1_1	CALCHIM00000053235_1
g13939.t2_1	CALCHIM00000053228_1
g13940.t1_1	CALCHIM00000053226_1
g13942.t1_1	CALCHIM00000053223_1
g13943.t1_1	CALCHIM00000053224_1
g13944.t1_1	CALCHIM00000040624_1
g13945.t2_1	CALCHIM00000053219_1
g13946.t1_1	CALCHIM00000053217_1
g13947.t1_1	CALCHIM00000053212_1
