g7.t1_1	rna-NM_132816.4_1
g12331.t1_1	rna-NM_164823.3_1
g12332.t1_1	rna-NM_135388.5_1
g12333.t1_1	rna-NM_164659.3_1
g12334.t1_1	rna-NM_001298748.1_1
g12335.t1_1	rna-NM_132100.5_1
g12336.t1_1	rna-NM_143321.3_1
g12337.t1_1	rna-NM_138024.3_1
g12338.t1_1	rna-NM_132938.4_1
g12339.t1_1	rna-NM_169756.2_1
g12340.t1_1	rna-NM_001275736.1_1
g12342.t1_1	rna-NM_079662.3_1
g12345.t2_1	rna-NM_001273691.1_1
g12348.t1_1	rna-NM_136775.3_1
g12349.t1_1	rna-NM_001015349.4_1
g12350.t1_1	rna-NM_133022.3_1
g12351.t1_1	rna-NM_206023.2_1
g12353.t1_1	rna-NM_138216.3_1
g12354.t1_1	rna-NM_141003.3_1
g12355.t1_1	rna-NM_132526.4_1
g12356.t1_1	rna-NM_141619.3_1
g12357.t1_1	rna-NM_169221.3_1
g12358.t1_1	rna-NM_132348.3_1
g12359.t1_1	rna-NM_001259847.2_1
g12360.t1_1	rna-NM_142351.4_1
g12361.t2_1	rna-NM_136148.2_1
g12362.t1_1	rna-NM_134929.4_1
g12363.t1_1	rna-NM_001260086.3_1
g12364.t1_1	rna-NM_001272822.2_1
g12365.t1_1	rna-NM_142339.3_1
g12369.t1_1	rna-NM_001274342.1_1
g12370.t1_1	rna-NM_167488.2_1
g12371.t1_1	rna-NM_140834.2_1
g12372.t1_1	rna-NM_135045.3_1
g12373.t1_1	rna-NM_001259937.2_1
g12377.t1_1	rna-NM_001414091.1_1
g12380.t1_1	rna-NM_143510.2_1
g12382.t1_1	rna-NM_169898.2_1
g12383.t1_1	rna-NM_166223.2_1
g12384.t1_1	rna-NM_165973.2_1
g12385.t1_1	rna-NM_057691.4_1
g12387.t1_1	rna-NM_057819.4_1
g12388.t1_1	rna-NM_141641.4_1
g12389.t1_1	rna-NM_168939.3_1
g12390.t2_1	rna-NM_143139.2_1
g12391.t1_1	rna-NM_001275451.2_1
g12392.t1_1	rna-NM_001273120.1_1
g12393.t1_1	rna-NM_079641.3_1
g12394.t1_1	rna-NM_130664.4_1
g12395.t1_1	rna-NM_057288.4_1
g12598.t1_1	rna-NM_170512.1_1
g12600.t1_1	rna-NM_168948.5_1
g12608.t1_1	rna-NM_137754.2_1
g12611.t1_1	rna-NM_078558.3_1
g12613.t1_1	rna-NM_134770.2_1
g12614.t1_1	rna-NM_001038772.2_1
g12617.t1_1	rna-NM_134504.4_1
g12618.t1_1	rna-NM_206210.3_1
g12620.t1_1	rna-NM_168317.3_1
g12622.t1_1	rna-NM_001260350.2_1
g12623.t1_1	rna-NM_001275273.1_1
g12624.t2_1	rna-NM_001170220.2_1
g12625.t1_1	rna-NM_001274506.1_1
g12626.t1_1	rna-NM_137461.4_1
g12627.t1_1	rna-NM_057855.6_1
g12628.t2_1	rna-NM_135790.4_1
g12630.t1_1	rna-NM_140523.4_1
g12632.t1_1	rna-NM_170344.2_1
g12633.t1_1	rna-NM_141642.3_1
g12634.t1_1	rna-NM_136513.4_1
g12635.t1_1	rna-NM_141332.4_1
g12637.t1_1	rna-NM_138123.3_1
g12639.t1_1	rna-NM_143757.4_1
g12640.t2_1	rna-NM_001298510.1_1
g12641.t1_1	rna-NM_001272700.2_1
g12642.t1_1	rna-NM_142842.3_1
g12643.t1_1	rna-NM_001273496.1_1
g12644.t1_1	rna-NM_057811.4_1
g12645.t1_1	rna-NM_137032.4_1
g12646.t1_1	rna-NM_057538.3_1
g12647.t1_1	rna-NM_135735.3_1
g12648.t1_1	rna-NM_134725.2_1
g12649.t1_1	rna-NM_143224.4_1
g12650.t1_1	rna-NM_143202.1_1
g12651.t2_1	rna-NM_001273301.1_1
g12652.t1_1	rna-NM_058115.5_1
g12653.t1_1	rna-NM_169563.2_1
g12654.t1_1	rna-NM_166149.2_1
g12655.t1_1	rna-NM_135656.3_1
g12656.t1_1	rna-NM_144414.2_1
g12657.t1_1	rna-NM_140901.3_1
g12658.t1_1	rna-NM_078858.5_1
g12659.t1_1	rna-NM_078809.4_1
g12661.t1_1	rna-NM_080359.4_1
g12665.t1_1	rna-NM_138009.3_1
g12666.t1_1	rna-NM_136440.6_1
g12667.t1_1	rna-NM_137653.4_1
g12676.t1_1	rna-NM_001103709.2_1
g12678.t1_1	rna-NM_057952.4_1
g12680.t1_1	rna-NM_140455.2_1
g12681.t1_1	rna-NM_001273629.1_1
g12682.t2_1	rna-NM_165279.2_1
g12683.t1_1	rna-NM_057260.4_1
g12688.t1_1	rna-NM_001300112.1_1
g12689.t1_1	rna-NM_142660.4_1
g12690.t2_1	rna-NM_001300501.1_1
g12691.t1_1	rna-NM_167008.2_1
g12692.t1_1	rna-NM_001201851.2_1
g12694.t1_1	rna-NM_141303.3_1
g12695.t1_1	rna-NM_001298865.1_1
g12698.t1_1	rna-NM_001273653.1_1
g12699.t1_1	rna-NM_078984.4_1
g12700.t2_1	rna-NM_141069.4_1
g12701.t1_1	rna-NM_134681.3_1
g12706.t1_1	rna-NM_001014525.3_1
g12708.t1_1	rna-NM_057939.4_1
g12709.t1_1	rna-NM_132582.3_1
g12719.t2_1	rna-NM_001275424.1_1
g12721.t1_1	rna-NM_001260116.2_1
g12726.t2_1	rna-NM_176455.2_1
g12730.t1_1	rna-NM_134849.3_1
g12731.t1_1	rna-NM_001300266.1_1
g12733.t1_1	rna-NM_130560.4_1
g12734.t2_1	rna-NM_001275237.1_1
g12735.t1_1	rna-NM_167047.2_1
g12736.t1_1	rna-NM_135525.2_1
g12737.t3_1	rna-NM_001259007.2_1
g12738.t1_1	rna-NM_141032.3_1
g12739.t2_1	rna-NM_165908.2_1
g12741.t1_1	rna-NM_137324.4_1
g12746.t1_1	rna-NM_169622.3_1
g12747.t1_1	rna-NM_079873.5_1
g12749.t1_1	rna-NM_136680.4_1
g12750.t1_1	rna-NM_135042.3_1
g12751.t1_1	rna-NM_001169404.2_1
g12752.t1_1	rna-NM_001299028.1_1
g12753.t1_1	rna-NM_001258983.2_1
g12756.t1_1	rna-NM_001259831.2_1
g12759.t1_1	rna-NM_135475.3_1
g12760.t1_1	rna-NM_001316489.1_1
g12761.t1_1	rna-NM_001014522.2_1
g12764.t1_1	rna-NM_001144486.3_1
g12765.t1_1	rna-NM_001298179.1_1
g12766.t1_1	rna-NM_169461.3_1
g12767.t1_1	rna-NM_164384.2_1
g12768.t1_1	rna-NM_001259047.2_1
g12769.t1_1	rna-NM_140871.3_1
g12770.t1_1	rna-NM_143622.3_1
g12772.t1_1	rna-NM_168837.3_1
g12773.t1_1	rna-NM_139363.2_1
g12774.t2_1	rna-NM_001144484.3_1
g12775.t2_1	rna-NM_079998.4_1
g12778.t2_1	rna-NM_001201646.2_1
g12779.t1_1	rna-NM_132577.2_1
g12787.t2_1	rna-NM_001370055.1_1
g12788.t1_1	rna-NM_137436.3_1
g12799.t2_1	rna-NM_001300614.1_1
g12805.t2_1	rna-NM_140081.3_1
g12808.t1_1	rna-NM_168461.2_1
g12809.t1_1	rna-NM_134967.4_1
g12811.t2_1	rna-NM_133077.2_1
g12812.t1_1	rna-NM_001110544.3_1
g12814.t1_1	rna-NM_080199.3_1
g12815.t2_1	rna-NM_134322.3_1
g12816.t2_1	rna-NM_132454.5_1
g12817.t1_1	rna-NM_165589.3_1
g12818.t1_1	rna-NM_135798.3_1
g12819.t1_1	rna-NM_137120.3_1
g12821.t1_1	rna-NM_140817.3_1
g12822.t1_1	rna-NM_166436.3_1
g12823.t1_1	rna-NM_134491.4_1
g12825.t2_1	rna-NM_001169710.2_1
g12828.t1_1	rna-NM_143065.3_1
g12829.t1_1	rna-NM_143096.4_1
g12830.t1_1	rna-NM_001202283.1_1
g12831.t1_1	rna-NM_166518.3_1
g12836.t1_1	rna-NM_165314.2_1
g12838.t1_1	rna-NM_135055.4_1
g12839.t1_1	rna-NM_001170088.2_1
g12840.t1_1	rna-NM_142173.2_1
g12843.t2_1	rna-NM_134700.4_1
g12844.t1_1	rna-NM_001273082.1_1
g12845.t2_1	rna-NM_057473.4_1
g12846.t1_1	rna-NM_132613.3_1
g12847.t1_1	rna-NM_140916.3_1
g12848.t1_1	rna-NM_168556.1_1
g12851.t1_1	rna-NM_140728.4_1
g12852.t1_1	rna-NM_001273760.1_1
g12855.t1_1	rna-NM_167100.3_1
g12858.t1_1	rna-NM_132653.2_1
g12859.t1_1	rna-NM_135020.3_1
g12861.t1_1	rna-NM_131941.4_1
g12864.t1_1	rna-NM_132901.3_1
g12865.t1_1	rna-NM_135803.4_1
g12866.t2_1	rna-NM_080383.4_1
g12868.t1_1	rna-NM_001273137.1_1
g12870.t1_1	rna-NM_001273332.1_1
g12875.t1_1	rna-NM_136248.4_1
g12876.t1_1	rna-NM_166045.2_1
g12877.t1_1	rna-NM_136633.4_1
g12878.t2_1	rna-NM_001273659.2_1
g12881.t1_1	rna-NM_176531.2_1
g12882.t1_1	rna-NM_134933.2_1
g12884.t1_1	rna-NM_176433.2_1
g12885.t1_1	rna-NM_141858.2_1
g12886.t1_1	rna-NM_166600.3_1
g12888.t1_1	rna-NM_136200.3_1
g12890.t1_1	rna-NM_057750.4_1
g12891.t1_1	rna-NM_176183.3_1
g12895.t1_1	rna-NM_142384.2_1
g12897.t1_1	rna-NM_166137.2_1
g12902.t2_1	rna-NM_135562.4_1
g12904.t1_1	rna-NM_078724.6_1
g12906.t1_1	rna-NM_136296.4_1
g12908.t1_1	rna-NM_139760.2_1
g12912.t1_1	rna-NM_134505.3_1
g12913.t1_1	rna-NM_136483.4_1
g12917.t1_1	rna-NM_141941.3_1
g12919.t2_1	rna-NM_165112.2_1
g12920.t1_1	rna-NM_001274756.1_1
g12924.t1_1	rna-NM_001273350.1_1
g12925.t1_1	rna-NM_079089.4_1
g12926.t1_1	rna-NM_137164.4_1
g12927.t1_1	rna-NM_140904.2_1
g12930.t1_1	rna-NM_080091.4_1
g12934.t1_1	rna-NM_079190.3_1
g12963.t1_1	rna-NM_144124.4_1
g12965.t1_1	rna-NM_140668.3_1
g12966.t1_1	rna-NM_139443.2_1
g12969.t1_1	rna-NM_139766.2_1
g12982.t1_1	rna-NM_001110549.2_1
g12983.t1_1	rna-NM_078754.4_1
g12984.t2_1	rna-NM_079145.4_1
g12985.t1_1	rna-NM_001274541.1_1
g12986.t1_1	rna-NM_140070.3_1
g12990.t1_1	rna-NM_001275660.2_1
g12994.t1_1	rna-NM_139476.3_1
g12995.t1_1	rna-NM_001144404.2_1
g12997.t1_1	rna-NM_139444.2_1
g13000.t1_1	rna-NM_140955.4_1
g13003.t1_1	rna-NM_001259731.3_1
g13005.t2_1	rna-NM_079239.4_1
g13006.t1_1	rna-NM_001014576.2_1
g13009.t1_1	rna-NM_139887.5_1
g13010.t2_1	rna-NM_080483.3_1
g13011.t2_1	rna-NM_079445.3_1
g13012.t1_1	rna-NM_001274017.1_1
g13013.t1_1	rna-NM_206222.3_1
g13014.t1_1	rna-NM_137989.3_1
g13016.t1_1	rna-NM_138164.4_1
g13017.t3_1	rna-NM_001169641.2_1
g13018.t2_1	rna-NM_135767.2_1
g13019.t2_1	rna-NM_078551.4_1
g13020.t1_1	rna-NM_058024.4_1
g13022.t1_1	rna-NM_001300065.1_1
g13026.t1_1	rna-NM_138165.2_1
g13029.t1_1	rna-NM_134775.3_1
g13030.t1_1	rna-NM_168571.3_1
g13031.t1_1	rna-NM_079760.3_1
g13032.t3_1	rna-NM_132609.4_1
g13033.t1_1	rna-NM_057674.3_1
g13034.t1_1	rna-NM_001298599.1_1
g13036.t1_1	rna-NM_140412.2_1
g13037.t1_1	rna-NM_001273800.1_1
g13039.t1_1	rna-NM_166742.3_1
g13040.t1_1	rna-NM_001144249.2_1
g13041.t1_1	rna-NM_079107.4_1
g13042.t1_1	rna-NM_165866.3_1
g13043.t1_1	rna-NM_132637.2_1
g13045.t1_1	rna-NM_168129.4_1
g13046.t1_1	rna-NM_057818.4_1
g13047.t1_1	rna-NM_143437.3_1
g13048.t1_1	rna-NM_080119.6_1
g13049.t2_1	rna-NM_001258788.2_1
g13050.t1_1	rna-NM_057809.5_1
g13051.t1_1	rna-NM_139533.4_1
g13052.t2_1	rna-NM_134918.4_1
g13053.t2_1	rna-NM_001275011.2_1
g13055.t1_1	rna-NM_139578.3_1
g13057.t1_1	rna-NM_057378.3_1
g13059.t1_1	rna-NM_206218.2_1
g13062.t1_1	rna-NM_206567.2_1
g13063.t3_1	rna-NM_001275964.1_1
g13065.t1_1	rna-NM_001260345.2_1
g13066.t1_1	rna-NM_143806.4_1
g13067.t1_1	rna-NM_001276066.2_1
g13068.t1_1	rna-NM_138088.4_1
g13069.t1_1	rna-NM_167987.4_1
g13070.t3_1	rna-NM_079657.4_1
g13071.t1_1	rna-NM_001259109.2_1
g13072.t4_1	rna-NM_142668.3_1
g13073.t1_1	rna-NM_001316493.1_1
g13074.t4_1	rna-NM_001104022.3_1
g13076.t1_1	rna-NM_139422.3_1
g13077.t1_1	rna-NM_001273103.1_1
g13084.t1_1	rna-NM_142389.3_1
g13085.t2_1	rna-NM_145873.4_1
g13121.t1_1	rna-NM_168720.3_1
g13122.t1_1	rna-NM_078667.4_1
g13123.t1_1	rna-NM_001272374.1_1
g13124.t1_1	rna-NM_205874.3_1
g13127.t1_1	rna-NM_057787.5_1
g13128.t1_1	rna-NM_142034.2_1
g13129.t1_1	rna-NM_130598.3_1
g13130.t1_1	rna-NM_169932.2_1
g13135.t1_1	rna-NM_135597.3_1
g13136.t1_1	rna-NM_167942.3_1
g13137.t1_1	rna-NM_138019.3_1
g13138.t1_1	rna-NM_142727.1_1
g13139.t4_1	rna-NM_079886.5_1
g13144.t1_1	rna-NM_164991.3_1
g13145.t1_1	rna-NM_143719.3_1
g13147.t1_1	rna-NM_130595.3_1
g13148.t1_1	rna-NM_001272770.2_1
g13150.t2_1	rna-NM_001316540.1_1
g13152.t1_1	rna-NM_137538.2_1
g13154.t1_1	rna-NM_001300718.1_1
g13155.t2_1	rna-NM_142312.2_1
g13158.t1_1	rna-NM_136263.2_1
g13160.t1_1	rna-NM_139881.2_1
g13161.t1_1	rna-NM_139971.2_1
g13162.t1_1	rna-NM_057245.3_1
g13164.t1_1	rna-NM_168059.4_1
g13165.t1_1	rna-NM_137652.4_1
g13166.t1_1	rna-NM_001272189.2_1
g13167.t1_1	rna-NM_001370042.1_1
g13168.t1_1	rna-NM_078584.3_1
g13170.t1_1	rna-NM_142026.3_1
g13171.t2_1	rna-NM_001273775.1_1
g13173.t1_1	rna-NM_001297812.1_1
g13176.t1_1	rna-NM_132212.3_1
g13177.t1_1	rna-NM_136554.3_1
g13179.t1_1	rna-NM_170118.2_1
g13181.t1_1	rna-NM_132456.3_1
g13184.t1_1	rna-NM_137791.4_1
g13186.t1_1	rna-NM_136156.1_1
g13187.t1_1	rna-NM_132500.3_1
g13191.t1_1	rna-NM_141178.4_1
g13193.t1_1	rna-NM_136334.3_1
g13197.t1_1	rna-NM_166788.2_1
g13199.t1_1	rna-NM_169298.3_1
g13200.t1_1	rna-NM_153772.2_1
g13203.t1_1	rna-NM_001258653.1_1
g13204.t1_1	rna-NM_139965.3_1
g13205.t1_1	rna-NM_001104354.2_1
g13206.t1_1	rna-NM_165415.2_1
g13207.t1_1	rna-NM_140734.3_1
g13208.t4_1	rna-NM_001259930.2_1
g13209.t1_1	rna-NM_141036.4_1
g13210.t1_1	rna-NM_165804.2_1
g13211.t1_1	rna-NM_142988.4_1
g13213.t1_1	rna-NM_001260405.2_1
g13219.t1_1	rna-NM_001038963.3_1
g13222.t1_1	rna-NM_143511.3_1
g13223.t1_1	rna-NM_134907.4_1
g13224.t1_1	rna-NM_001274456.2_1
g13225.t1_1	rna-NM_001202292.1_1
g13226.t1_1	rna-NM_001272963.1_1
g13227.t1_1	rna-NM_140766.3_1
g13230.t1_1	rna-NM_001104328.2_1
g13235.t2_1	rna-NM_132608.4_1
g13236.t1_1	rna-NM_167003.3_1
g13237.t1_1	rna-NM_079986.4_1
g13245.t1_1	rna-NM_164790.3_1
g13246.t1_1	rna-NM_132224.3_1
g13248.t1_1	rna-NM_165273.2_1
g13249.t2_1	rna-NM_001260200.2_1
g13253.t1_1	rna-NM_001274913.1_1
g13256.t2_1	rna-NM_057631.6_1
g13258.t1_1	rna-NM_001316550.1_1
g13259.t2_1	rna-NM_141214.5_1
g13262.t1_1	rna-NM_143033.3_1
g13270.t2_1	rna-NM_001014632.4_1
g13271.t1_1	rna-NM_079104.3_1
g13272.t1_1	rna-NM_132313.2_1
g13273.t1_1	rna-NM_137692.3_1
g13282.t1_1	rna-NM_001300121.1_1
g13286.t1_1	rna-NM_143687.4_1
g13289.t1_1	rna-NM_132981.3_1
g13290.t1_1	rna-NM_078611.4_1
g13291.t1_1	rna-NM_001259045.1_1
g13293.t1_1	rna-NM_079727.3_1
g13294.t1_1	rna-NM_132660.4_1
g13295.t1_1	rna-NM_057469.4_1
g13296.t1_1	rna-NM_132457.2_1
g13298.t1_1	rna-NM_140385.4_1
g13299.t1_1	rna-NM_140159.2_1
g13300.t1_1	rna-NM_168424.2_1
g13301.t1_1	rna-NM_139987.3_1
g13302.t1_1	rna-NM_001274666.1_1
g13303.t1_1	rna-NM_139973.3_1
g13304.t1_1	rna-NM_139985.4_1
g13308.t1_1	rna-NM_140333.3_1
g13311.t1_1	rna-NM_001169852.1_1
g13313.t2_1	rna-NM_135712.4_1
g13316.t1_1	rna-NM_132830.3_1
g13320.t1_1	rna-NM_001275812.1_1
g13321.t1_1	rna-NM_079066.3_1
g13322.t1_1	rna-NM_141388.4_1
g13323.t2_1	rna-NM_169011.3_1
g13326.t1_1	rna-NM_001031878.2_1
g13327.t1_1	rna-NM_168885.3_1
g13329.t1_1	rna-NM_142374.3_1
g13330.t1_1	rna-NM_142685.3_1
g13332.t1_1	rna-NM_134893.4_1
g13334.t1_1	rna-NM_176059.2_1
g13336.t2_1	rna-NM_001169592.2_1
g13337.t1_1	rna-NM_058093.4_1
g13341.t1_1	rna-NM_168873.2_1
g13342.t1_1	rna-NM_132109.2_1
g13343.t1_1	rna-NM_001272338.1_1
g13351.t1_1	rna-NM_001272879.1_1
g13352.t1_1	rna-NM_001144289.2_1
g13353.t1_1	rna-NM_141854.4_1
g13354.t1_1	rna-NM_139734.3_1
g13358.t1_1	rna-NM_001274525.1_1
g13360.t1_1	rna-NM_140985.4_1
g13361.t1_1	rna-NM_001275973.1_1
g13363.t1_1	rna-NM_143141.4_1
g13365.t1_1	rna-NM_057938.5_1
g13366.t2_1	rna-NM_001275446.1_1
g13369.t1_1	rna-NM_078813.3_1
g13370.t1_1	rna-NM_137002.4_1
g13378.t1_1	rna-NM_137374.3_1
g13379.t1_1	rna-NM_136886.3_1
g13380.t1_1	rna-NM_136887.4_1
g13381.t1_1	rna-NM_001299467.1_1
g13383.t1_1	rna-NM_001273771.1_1
g13384.t1_1	rna-NM_167867.2_1
g13387.t2_1	rna-NM_001272388.1_1
g13388.t2_1	rna-NM_132199.4_1
g13390.t1_1	rna-NM_143715.3_1
g13391.t1_1	rna-NM_001273424.1_1
g13392.t1_1	rna-NM_136682.3_1
g13395.t1_1	rna-NM_001299150.1_1
g13396.t1_1	rna-NM_139608.4_1
g13397.t1_1	rna-NM_205906.2_1
g13399.t1_1	rna-NM_175955.3_1
g13400.t1_1	rna-NM_140810.4_1
g13403.t1_1	rna-NM_136231.4_1
g13404.t1_1	rna-NM_169277.2_1
g13405.t1_1	rna-NM_138209.4_1
g13406.t3_1	rna-NM_175976.2_1
g13407.t1_1	rna-NM_168204.3_1
g13409.t1_1	rna-NM_058096.4_1
g13410.t2_1	rna-NM_001259032.1_1
g13411.t2_1	rna-NM_001169672.1_1
g13412.t1_1	rna-NM_135686.3_1
g13414.t1_1	rna-NM_166654.2_1
g13415.t1_1	rna-NM_142362.4_1
g13417.t1_1	rna-NM_143671.3_1
g13418.t2_1	rna-NM_001258572.1_1
g13422.t2_1	rna-NM_134731.3_1
g13424.t1_1	rna-NM_001275748.1_1
g13425.t1_1	rna-NM_134741.3_1
g13426.t1_1	rna-NM_001298046.1_1
g13427.t1_1	rna-NM_135278.4_1
g13429.t1_1	rna-NM_001273289.1_1
g13430.t2_1	rna-NM_001298795.1_1
g13431.t1_1	rna-NM_078820.3_1
g13432.t1_1	rna-NM_079630.4_1
g13433.t1_1	rna-NM_140945.3_1
g13434.t1_1	rna-NM_001300198.1_1
g13435.t1_1	rna-NM_141121.4_1
g13437.t1_1	rna-NM_080084.3_1
g13440.t5_1	rna-NM_001103533.2_1
g13441.t3_1	rna-NM_167772.2_1
g13442.t1_1	rna-NM_167053.2_1
g13443.t1_1	rna-NM_140986.3_1
g13444.t2_1	rna-NM_142308.2_1
g13445.t1_1	rna-NM_143630.2_1
g13446.t1_1	rna-NM_139988.5_1
g13447.t1_1	rna-NM_139931.3_1
g13448.t4_1	rna-NM_001144432.3_1
g13449.t2_1	rna-NM_001300570.1_1
g13450.t1_1	rna-NM_141520.3_1
g13451.t1_1	rna-NM_079864.4_1
g13452.t1_1	rna-NM_001104330.3_1
g13453.t1_1	rna-NM_001299850.1_1
g13455.t1_1	rna-NM_079990.3_1
g13456.t1_1	rna-NM_141694.3_1
g13457.t1_1	rna-NM_137379.5_1
g13458.t1_1	rna-NM_141744.3_1
g13459.t1_1	rna-NM_001038869.3_1
g13460.t1_1	rna-NM_001259621.2_1
g13461.t1_1	rna-NM_142608.4_1
g13462.t1_1	rna-NM_206300.2_1
g13463.t1_1	rna-NM_167844.2_1
g13464.t1_1	rna-NM_057954.3_1
g13465.t1_1	rna-NM_140583.4_1
g13466.t2_1	rna-NM_080323.4_1
g13467.t2_1	rna-NM_170178.3_1
g13468.t1_1	rna-NM_079150.4_1
g13470.t1_1	rna-NM_136071.3_1
g13471.t1_1	rna-NM_141951.1_1
g13473.t1_1	rna-NM_169207.2_1
g13475.t1_1	rna-NM_143464.4_1
g13476.t1_1	rna-NM_142352.2_1
g13477.t1_1	rna-NM_142353.3_1
g13479.t1_1	rna-NM_142961.5_1
g13480.t2_1	rna-NM_135342.5_1
g13482.t1_1	rna-NM_169814.3_1
g13483.t1_1	rna-NM_137693.4_1
g13484.t1_1	rna-NM_137694.4_1
g13485.t1_1	rna-NM_142952.3_1
g13486.t1_1	rna-NM_168534.4_1
g13487.t1_1	rna-NM_140368.2_1
g13488.t1_1	rna-NM_001275722.1_1
g13489.t1_1	rna-NM_169826.2_1
g13490.t1_1	rna-NM_142958.3_1
g13491.t2_1	rna-NM_001300568.1_1
g13492.t1_1	rna-NM_001273890.2_1
g13493.t1_1	rna-NM_057283.5_1
g13494.t1_1	rna-NM_079506.4_1
g13498.t1_1	rna-NM_132818.4_1
g13499.t1_1	rna-NM_132590.3_1
g13501.t1_1	rna-NM_132111.3_1
g13502.t1_1	rna-NM_080136.3_1
g13504.t1_1	rna-NM_166736.4_1
g13506.t1_1	rna-NM_001300215.1_1
g13507.t1_1	rna-NM_167060.3_1
g13509.t1_1	rna-NM_144269.4_1
g13512.t1_1	rna-NM_143721.4_1
g13515.t1_1	rna-NM_139641.3_1
g13518.t2_1	rna-NM_001014559.3_1
g13520.t1_1	rna-NM_001273535.1_1
g13521.t1_1	rna-NM_001275981.1_1
g13523.t1_1	rna-NM_168072.2_1
g13524.t1_1	rna-NM_142954.4_1
g13529.t1_1	rna-NM_138229.2_1
g13532.t1_1	rna-NM_139704.2_1
g13533.t1_1	rna-NM_079087.4_1
g13535.t1_1	rna-NM_176180.2_1
g13538.t1_1	rna-NM_137609.3_1
g13539.t1_1	rna-NM_134531.4_1
g13542.t2_1	rna-NM_001014746.3_1
g13543.t1_1	rna-NM_079382.7_1
g13544.t2_1	rna-NM_001273244.1_1
g13545.t1_1	rna-NM_136110.4_1
g13546.t1_1	rna-NM_136111.3_1
g13548.t2_1	rna-NM_137890.3_1
g13550.t2_1	rna-NM_164918.2_1
g13553.t1_1	rna-NM_165445.4_1
g13556.t2_1	rna-NM_001259698.1_1
g13557.t1_1	rna-NM_001259697.2_1
g13564.t1_1	rna-NM_164863.3_1
g13566.t1_1	rna-NM_176754.2_1
g13567.t1_1	rna-NM_134702.3_1
g13568.t1_1	rna-NM_001300273.1_1
g13571.t2_1	rna-NM_001104152.4_1
g13573.t1_1	rna-NM_079309.4_1
g13574.t1_1	rna-NM_078519.3_1
g13577.t1_1	rna-NM_079356.3_1
g13579.t1_1	rna-NM_176462.2_1
g13582.t1_1	rna-NM_001201849.2_1
g13583.t1_1	rna-NM_078510.3_1
g13585.t1_1	rna-NM_143034.4_1
g13587.t1_1	rna-NM_001260123.1_1
g13591.t1_1	rna-NM_001272818.1_1
g13593.t1_1	rna-NM_001298572.1_1
g13597.t1_1	rna-NM_079921.3_1
g13604.t1_1	rna-NM_165933.2_1
g13608.t1_1	rna-NM_141607.3_1
g13610.t1_1	rna-NM_137602.4_1
g13611.t1_1	rna-NM_001273864.2_1
g13806.t1_1	rna-NM_001259137.2_1
g13811.t1_1	rna-NM_137803.3_1
g13835.t1_1	rna-NM_134516.3_1
g13836.t1_1	rna-NM_142429.3_1
g13840.t1_1	rna-NM_165162.3_1
g13841.t1_1	rna-NM_001272877.1_1
g13843.t1_1	rna-NM_135328.3_1
g13845.t1_1	rna-NM_001363928.1_1
g13846.t1_1	rna-NM_164809.5_1
g13847.t2_1	rna-NM_001316520.1_1
g13851.t1_1	rna-NM_142623.4_1
g13854.t1_1	rna-NM_080535.3_1
g13870.t1_1	rna-NM_001272443.2_1
g13872.t1_1	rna-NM_058137.6_1
g13873.t1_1	rna-NM_001382176.1_1
g13874.t1_1	rna-NM_001298790.1_1
g13876.t1_1	rna-NM_138146.3_1
g13879.t1_1	rna-NM_141957.4_1
g13880.t2_1	rna-NM_001276067.1_1
g13882.t1_1	rna-NM_001015254.3_1
g13885.t1_1	rna-NM_142281.3_1
g13886.t1_1	rna-NM_141067.3_1
g13888.t1_1	rna-NM_080351.7_1
g13889.t1_1	rna-NM_135186.2_1
g13891.t2_1	rna-NM_165534.3_1
g13892.t1_1	rna-NM_137203.3_1
g13894.t1_1	rna-NM_137982.4_1
g13895.t1_1	rna-NM_142427.4_1
g13896.t1_1	rna-NM_001275916.1_1
g13898.t2_1	rna-NM_079015.3_1
g13902.t1_1	rna-NM_137116.3_1
g13904.t1_1	rna-NM_078983.4_1
g13921.t1_1	rna-NM_130550.3_1
g13923.t2_1	rna-NM_166878.3_1
g13924.t1_1	rna-NM_001144664.3_1
g13925.t1_1	rna-NM_001273042.1_1
g13937.t1_1	rna-NM_057757.4_1
g13938.t1_1	rna-NM_057901.4_1
g13940.t1_1	rna-NM_001275102.1_1
g13943.t1_1	rna-NM_137152.4_1
g13944.t1_1	rna-NM_169329.2_1
g13945.t2_1	rna-NM_132529.4_1
g13946.t1_1	rna-NM_079320.3_1
g13948.t1_1	rna-NM_132057.3_1
g13950.t1_1	rna-NM_141203.4_1
g13952.t1_1	rna-NM_001275373.1_1
g13954.t2_1	rna-NM_168046.3_1
g13955.t1_1	rna-NM_133034.6_1
g13957.t1_1	rna-NM_136095.3_1
g13958.t2_1	rna-NM_143299.3_1
g13959.t1_1	rna-NM_206463.3_1
g13960.t1_1	rna-NM_136711.4_1
g13961.t1_1	rna-NM_001273185.1_1
g13962.t1_1	rna-NM_165582.2_1
g13975.t1_1	rna-NM_001299872.1_1
g13981.t1_1	rna-NM_140654.2_1
g13982.t1_1	rna-NM_168681.4_1
g13983.t1_1	rna-NM_001274463.1_1
g13984.t1_1	rna-NM_137529.4_1
g13986.t1_1	rna-NM_001273035.1_1
g13987.t1_1	rna-NM_001298077.1_1
g13988.t1_1	rna-NM_001275253.2_1
g13989.t1_1	rna-NM_136105.3_1
