chromosome,A_obtectus,B_siliquastri,C_chinensis,C_maculatus,four_way_OG_ID,pairs_OG_IDs_lists
A,rna-AOBTE_LOCUS18782,BRAKERILHT00000013674,CALCHIM00000012891,g3946.t1,3860,"['B_siliquastri_C_maculatus_A-linked_ortholog_6690', 'A_obtectus_C_chinensis_A-linked_ortholog_5097', 'A_obtectus_B_siliquastri_A-linked_ortholog_4893', 'B_siliquastri_C_chinensis_A-linked_ortholog_7154', 'C_chinensis_C_maculatus_A-linked_ortholog_8517', 'A_obtectus_C_maculatus_A-linked_ortholog_4657']"
A,rna-AOBTE_LOCUS18783,BRAKERILHT00000012378,CALCHIM00000012895,g3947.t1,3861,"['B_siliquastri_C_maculatus_A-linked_ortholog_6691', 'A_obtectus_C_chinensis_A-linked_ortholog_5098', 'A_obtectus_B_siliquastri_A-linked_ortholog_4894', 'B_siliquastri_C_chinensis_A-linked_ortholog_7155', 'C_chinensis_C_maculatus_A-linked_ortholog_8518', 'A_obtectus_C_maculatus_A-linked_ortholog_4658']"
A,rna-AOBTE_LOCUS18804-2,BRAKERILHT00000013301,CALCHIM00000036020,g3955.t1,3862,"['B_siliquastri_C_maculatus_A-linked_ortholog_6693', 'A_obtectus_C_chinensis_A-linked_ortholog_5100', 'A_obtectus_B_siliquastri_A-linked_ortholog_4897', 'B_siliquastri_C_chinensis_A-linked_ortholog_7158', 'C_chinensis_C_maculatus_A-linked_ortholog_9002', 'A_obtectus_C_maculatus_A-linked_ortholog_4660']"
A,rna-AOBTE_LOCUS18805,BRAKERILHT00000013654,CALCHIM00000054610,g2252.t1,3863,"['B_siliquastri_C_maculatus_A-linked_ortholog_6694', 'A_obtectus_C_chinensis_A-linked_ortholog_5101', 'A_obtectus_B_siliquastri_A-linked_ortholog_4898', 'B_siliquastri_C_chinensis_A-linked_ortholog_7159', 'C_chinensis_C_maculatus_A-linked_ortholog_7154', 'A_obtectus_C_maculatus_A-linked_ortholog_4661']"
A,rna-AOBTE_LOCUS18806,BRAKERILHT00000012672,CALCHIM00000054614,g2253.t1,3864,"['B_siliquastri_C_maculatus_A-linked_ortholog_6695', 'A_obtectus_C_chinensis_A-linked_ortholog_5102', 'A_obtectus_B_siliquastri_A-linked_ortholog_4899', 'B_siliquastri_C_chinensis_A-linked_ortholog_7160', 'C_chinensis_C_maculatus_A-linked_ortholog_7155', 'A_obtectus_C_maculatus_A-linked_ortholog_4662']"
A,rna-AOBTE_LOCUS18807,BRAKERILHT00000012863,CALCHIM00000054617,g2254.t1,3865,"['B_siliquastri_C_maculatus_A-linked_ortholog_6696', 'A_obtectus_C_chinensis_A-linked_ortholog_5103', 'A_obtectus_B_siliquastri_A-linked_ortholog_4900', 'B_siliquastri_C_chinensis_A-linked_ortholog_7161', 'C_chinensis_C_maculatus_A-linked_ortholog_7156', 'A_obtectus_C_maculatus_A-linked_ortholog_4663']"
A,rna-AOBTE_LOCUS18811,BRAKERILHT00000012668,CALCHIM00000054622,g3960.t1,3866,"['B_siliquastri_C_maculatus_A-linked_ortholog_6698', 'A_obtectus_C_chinensis_A-linked_ortholog_5104', 'A_obtectus_B_siliquastri_A-linked_ortholog_4902', 'B_siliquastri_C_chinensis_A-linked_ortholog_7162', 'C_chinensis_C_maculatus_A-linked_ortholog_7157', 'A_obtectus_C_maculatus_A-linked_ortholog_4665']"
A,rna-AOBTE_LOCUS18822,BRAKERILHT00000013798,CALCHIM00000054626,g3964.t1,3867,"['B_siliquastri_C_maculatus_A-linked_ortholog_6700', 'A_obtectus_C_chinensis_A-linked_ortholog_5105', 'A_obtectus_B_siliquastri_A-linked_ortholog_4904', 'B_siliquastri_C_chinensis_A-linked_ortholog_7165', 'C_chinensis_C_maculatus_A-linked_ortholog_7160', 'A_obtectus_C_maculatus_A-linked_ortholog_4667']"
A,rna-AOBTE_LOCUS18833,BRAKERILHT00000013247,CALCHIM00000054624,g3970.t1,3868,"['B_siliquastri_C_maculatus_A-linked_ortholog_6699', 'A_obtectus_C_chinensis_A-linked_ortholog_5107', 'A_obtectus_B_siliquastri_A-linked_ortholog_4905', 'B_siliquastri_C_chinensis_A-linked_ortholog_7164', 'C_chinensis_C_maculatus_A-linked_ortholog_7158', 'A_obtectus_C_maculatus_A-linked_ortholog_4670']"
A,rna-AOBTE_LOCUS18839-2,BRAKERILHT00000012564,CALCHIM00000002248,g3984.t1,3869,"['B_siliquastri_C_maculatus_A-linked_ortholog_6706', 'A_obtectus_C_chinensis_A-linked_ortholog_5109', 'A_obtectus_B_siliquastri_A-linked_ortholog_4907', 'B_siliquastri_C_chinensis_A-linked_ortholog_7171', 'C_chinensis_C_maculatus_A-linked_ortholog_6890', 'A_obtectus_C_maculatus_A-linked_ortholog_4671']"
A,rna-AOBTE_LOCUS18842,BRAKERILHT00000013035,CALCHIM00000002266,g3985.t1,3870,"['B_siliquastri_C_maculatus_A-linked_ortholog_6720', 'A_obtectus_C_chinensis_A-linked_ortholog_5111', 'A_obtectus_B_siliquastri_A-linked_ortholog_4908', 'B_siliquastri_C_chinensis_A-linked_ortholog_7190', 'C_chinensis_C_maculatus_A-linked_ortholog_6892', 'A_obtectus_C_maculatus_A-linked_ortholog_4672']"
A,rna-AOBTE_LOCUS18844,BRAKERILHT00000013974,CALCHIM00000002270,g3986.t1,3871,"['B_siliquastri_C_maculatus_A-linked_ortholog_6719', 'A_obtectus_C_chinensis_A-linked_ortholog_5112', 'A_obtectus_B_siliquastri_A-linked_ortholog_4909', 'B_siliquastri_C_chinensis_A-linked_ortholog_7189', 'C_chinensis_C_maculatus_A-linked_ortholog_6893', 'A_obtectus_C_maculatus_A-linked_ortholog_4674']"
A,rna-AOBTE_LOCUS18857,BRAKERILHT00000013144,CALCHIM00000042053,g13719.t1,3872,"['B_siliquastri_C_maculatus_A-linked_ortholog_6704', 'A_obtectus_C_chinensis_A-linked_ortholog_5113', 'A_obtectus_B_siliquastri_A-linked_ortholog_4910', 'B_siliquastri_C_chinensis_A-linked_ortholog_7169', 'C_chinensis_C_maculatus_A-linked_ortholog_7842', 'A_obtectus_C_maculatus_A-linked_ortholog_4676']"
A,rna-AOBTE_LOCUS18868-2,BRAKERILHT00000012573,CALCHIM00000054632,g3968.t1,3873,"['B_siliquastri_C_maculatus_A-linked_ortholog_6703', 'A_obtectus_C_chinensis_A-linked_ortholog_5116', 'A_obtectus_B_siliquastri_A-linked_ortholog_4911', 'B_siliquastri_C_chinensis_A-linked_ortholog_7168', 'C_chinensis_C_maculatus_A-linked_ortholog_7164', 'A_obtectus_C_maculatus_A-linked_ortholog_4677']"
A,rna-AOBTE_LOCUS18870,BRAKERILHT00000013998,CALCHIM00000054627,g3973.t2,3874,"['B_siliquastri_C_maculatus_A-linked_ortholog_6702', 'A_obtectus_C_chinensis_A-linked_ortholog_5117', 'A_obtectus_B_siliquastri_A-linked_ortholog_4912', 'B_siliquastri_C_chinensis_A-linked_ortholog_7167', 'C_chinensis_C_maculatus_A-linked_ortholog_7161', 'A_obtectus_C_maculatus_A-linked_ortholog_4678']"
A,rna-AOBTE_LOCUS18872,BRAKERILHT00000012591,CALCHIM00000053332,g4014.t1,3875,"['B_siliquastri_C_maculatus_A-linked_ortholog_6646', 'A_obtectus_C_chinensis_A-linked_ortholog_5119', 'A_obtectus_B_siliquastri_A-linked_ortholog_4914', 'B_siliquastri_C_chinensis_A-linked_ortholog_7112', 'C_chinensis_C_maculatus_A-linked_ortholog_4473', 'A_obtectus_C_maculatus_A-linked_ortholog_4680']"
A,rna-AOBTE_LOCUS18874,BRAKERILHT00000013078,CALCHIM00000045731,g4015.t1,3876,"['B_siliquastri_C_maculatus_A-linked_ortholog_6647', 'A_obtectus_C_chinensis_A-linked_ortholog_5120', 'A_obtectus_B_siliquastri_A-linked_ortholog_4915', 'B_siliquastri_C_chinensis_A-linked_ortholog_7113', 'C_chinensis_C_maculatus_A-linked_ortholog_5821', 'A_obtectus_C_maculatus_A-linked_ortholog_4681']"
A,rna-AOBTE_LOCUS18894-2,BRAKERILHT00000012360,CALCHIM00000045711,g4017.t1,3877,"['B_siliquastri_C_maculatus_A-linked_ortholog_6648', 'A_obtectus_C_chinensis_A-linked_ortholog_5121', 'A_obtectus_B_siliquastri_A-linked_ortholog_4917', 'B_siliquastri_C_chinensis_A-linked_ortholog_7114', 'C_chinensis_C_maculatus_A-linked_ortholog_5820', 'A_obtectus_C_maculatus_A-linked_ortholog_4684']"
A,rna-AOBTE_LOCUS18896-2,BRAKERILHT00000013361,CALCHIM00000045710,g4019.t1,3878,"['B_siliquastri_C_maculatus_A-linked_ortholog_6649', 'A_obtectus_C_chinensis_A-linked_ortholog_5122', 'A_obtectus_B_siliquastri_A-linked_ortholog_4918', 'B_siliquastri_C_chinensis_A-linked_ortholog_7115', 'C_chinensis_C_maculatus_A-linked_ortholog_5819', 'A_obtectus_C_maculatus_A-linked_ortholog_4685']"
A,rna-AOBTE_LOCUS18897,BRAKERILHT00000013968,CALCHIM00000045709,g4020.t1,3879,"['B_siliquastri_C_maculatus_A-linked_ortholog_6650', 'A_obtectus_C_chinensis_A-linked_ortholog_5123', 'A_obtectus_B_siliquastri_A-linked_ortholog_4919', 'B_siliquastri_C_chinensis_A-linked_ortholog_7116', 'C_chinensis_C_maculatus_A-linked_ortholog_5818', 'A_obtectus_C_maculatus_A-linked_ortholog_4686']"
A,rna-AOBTE_LOCUS18898,BRAKERILHT00000012778,CALCHIM00000045708,g4021.t1,3880,"['B_siliquastri_C_maculatus_A-linked_ortholog_6651', 'A_obtectus_C_chinensis_A-linked_ortholog_5124', 'A_obtectus_B_siliquastri_A-linked_ortholog_4920', 'B_siliquastri_C_chinensis_A-linked_ortholog_7117', 'C_chinensis_C_maculatus_A-linked_ortholog_5817', 'A_obtectus_C_maculatus_A-linked_ortholog_4687']"
A,rna-AOBTE_LOCUS18899,BRAKERILHT00000013377,CALCHIM00000002294,g3988.t1,3881,"['B_siliquastri_C_maculatus_A-linked_ortholog_6717', 'A_obtectus_C_chinensis_A-linked_ortholog_5125', 'A_obtectus_B_siliquastri_A-linked_ortholog_4921', 'B_siliquastri_C_chinensis_A-linked_ortholog_7186', 'C_chinensis_C_maculatus_A-linked_ortholog_6895', 'A_obtectus_C_maculatus_A-linked_ortholog_4688']"
A,rna-AOBTE_LOCUS18914,BRAKERILHT00000012407,CALCHIM00000002272,g3987.t1,3882,"['B_siliquastri_C_maculatus_A-linked_ortholog_6718', 'A_obtectus_C_chinensis_A-linked_ortholog_5127', 'A_obtectus_B_siliquastri_A-linked_ortholog_4923', 'B_siliquastri_C_chinensis_A-linked_ortholog_7188', 'C_chinensis_C_maculatus_A-linked_ortholog_6894', 'A_obtectus_C_maculatus_A-linked_ortholog_4689']"
A,rna-AOBTE_LOCUS18925,BRAKERILHT00000012862,CALCHIM00000053329,g4012.t1,3883,"['B_siliquastri_C_maculatus_A-linked_ortholog_6644', 'A_obtectus_C_chinensis_A-linked_ortholog_5128', 'A_obtectus_B_siliquastri_A-linked_ortholog_4924', 'B_siliquastri_C_chinensis_A-linked_ortholog_7110', 'C_chinensis_C_maculatus_A-linked_ortholog_4471', 'A_obtectus_C_maculatus_A-linked_ortholog_4690']"
A,rna-AOBTE_LOCUS18926-3,BRAKERILHT00000012854,CALCHIM00000053324,g4010.t1,3884,"['B_siliquastri_C_maculatus_A-linked_ortholog_6643', 'A_obtectus_C_chinensis_A-linked_ortholog_5129', 'A_obtectus_B_siliquastri_A-linked_ortholog_4925', 'B_siliquastri_C_chinensis_A-linked_ortholog_7109', 'C_chinensis_C_maculatus_A-linked_ortholog_4469', 'A_obtectus_C_maculatus_A-linked_ortholog_4691']"
A,rna-AOBTE_LOCUS18928-5,BRAKERILHT00000012376,CALCHIM00000053318,g4009.t1,3885,"['B_siliquastri_C_maculatus_A-linked_ortholog_6642', 'A_obtectus_C_chinensis_A-linked_ortholog_5131', 'A_obtectus_B_siliquastri_A-linked_ortholog_4926', 'B_siliquastri_C_chinensis_A-linked_ortholog_7108', 'C_chinensis_C_maculatus_A-linked_ortholog_4468', 'A_obtectus_C_maculatus_A-linked_ortholog_4693']"
A,rna-AOBTE_LOCUS18931,BRAKERILHT00000013824,CALCHIM00000053309,g4008.t1,3886,"['B_siliquastri_C_maculatus_A-linked_ortholog_6641', 'A_obtectus_C_chinensis_A-linked_ortholog_5133', 'A_obtectus_B_siliquastri_A-linked_ortholog_4927', 'B_siliquastri_C_chinensis_A-linked_ortholog_7107', 'C_chinensis_C_maculatus_A-linked_ortholog_4467', 'A_obtectus_C_maculatus_A-linked_ortholog_4695']"
A,rna-AOBTE_LOCUS18936-2,BRAKERILHT00000012881,CALCHIM00000053294,g4007.t1,3887,"['B_siliquastri_C_maculatus_A-linked_ortholog_6707', 'A_obtectus_C_chinensis_A-linked_ortholog_5137', 'A_obtectus_B_siliquastri_A-linked_ortholog_4931', 'B_siliquastri_C_chinensis_A-linked_ortholog_7175', 'C_chinensis_C_maculatus_A-linked_ortholog_4466', 'A_obtectus_C_maculatus_A-linked_ortholog_4696']"
A,rna-AOBTE_LOCUS18937,BRAKERILHT00000013241,CALCHIM00000053282,g4006.t1,3888,"['B_siliquastri_C_maculatus_A-linked_ortholog_6708', 'A_obtectus_C_chinensis_A-linked_ortholog_5138', 'A_obtectus_B_siliquastri_A-linked_ortholog_4932', 'B_siliquastri_C_chinensis_A-linked_ortholog_7176', 'C_chinensis_C_maculatus_A-linked_ortholog_4465', 'A_obtectus_C_maculatus_A-linked_ortholog_4697']"
A,rna-AOBTE_LOCUS18947-3,BRAKERILHT00000012446,CALCHIM00000053267,g4005.t1,3889,"['B_siliquastri_C_maculatus_A-linked_ortholog_6709', 'A_obtectus_C_chinensis_A-linked_ortholog_5140', 'A_obtectus_B_siliquastri_A-linked_ortholog_4933', 'B_siliquastri_C_chinensis_A-linked_ortholog_7177', 'C_chinensis_C_maculatus_A-linked_ortholog_4464', 'A_obtectus_C_maculatus_A-linked_ortholog_4698']"
A,rna-AOBTE_LOCUS18949,BRAKERILHT00000013117,CALCHIM00000053259,g4003.t1,3890,"['B_siliquastri_C_maculatus_A-linked_ortholog_6710', 'A_obtectus_C_chinensis_A-linked_ortholog_5141', 'A_obtectus_B_siliquastri_A-linked_ortholog_4934', 'B_siliquastri_C_chinensis_A-linked_ortholog_7178', 'C_chinensis_C_maculatus_A-linked_ortholog_4463', 'A_obtectus_C_maculatus_A-linked_ortholog_4699']"
A,rna-AOBTE_LOCUS18968,BRAKERILHT00000013172,CALCHIM00000002305,g3992.t1,3891,"['B_siliquastri_C_maculatus_A-linked_ortholog_6712', 'A_obtectus_C_chinensis_A-linked_ortholog_5145', 'A_obtectus_B_siliquastri_A-linked_ortholog_4936', 'B_siliquastri_C_chinensis_A-linked_ortholog_7181', 'C_chinensis_C_maculatus_A-linked_ortholog_6899', 'A_obtectus_C_maculatus_A-linked_ortholog_4701']"
A,rna-AOBTE_LOCUS18969,BRAKERILHT00000013533,CALCHIM00000002304,g3991.t1,3892,"['B_siliquastri_C_maculatus_A-linked_ortholog_6713', 'A_obtectus_C_chinensis_A-linked_ortholog_5146', 'A_obtectus_B_siliquastri_A-linked_ortholog_4937', 'B_siliquastri_C_chinensis_A-linked_ortholog_7182', 'C_chinensis_C_maculatus_A-linked_ortholog_6898', 'A_obtectus_C_maculatus_A-linked_ortholog_4702']"
A,rna-AOBTE_LOCUS18984-4,BRAKERILHT00000012478,CALCHIM00000002298,g3990.t1,3893,"['B_siliquastri_C_maculatus_A-linked_ortholog_6715', 'A_obtectus_C_chinensis_A-linked_ortholog_5147', 'A_obtectus_B_siliquastri_A-linked_ortholog_4938', 'B_siliquastri_C_chinensis_A-linked_ortholog_7184', 'C_chinensis_C_maculatus_A-linked_ortholog_6896', 'A_obtectus_C_maculatus_A-linked_ortholog_4703']"
A,rna-AOBTE_LOCUS18991,BRAKERILHT00000012944,CALCHIM00000024452,g3989.t2,3894,"['B_siliquastri_C_maculatus_A-linked_ortholog_6716', 'A_obtectus_C_chinensis_A-linked_ortholog_5148', 'A_obtectus_B_siliquastri_A-linked_ortholog_4939', 'B_siliquastri_C_chinensis_A-linked_ortholog_7185', 'C_chinensis_C_maculatus_A-linked_ortholog_9361', 'A_obtectus_C_maculatus_A-linked_ortholog_4704']"
A,rna-AOBTE_LOCUS18992,BRAKERILHT00000013647,CALCHIM00000030025,g3888.t1,3895,"['B_siliquastri_C_maculatus_A-linked_ortholog_6759', 'A_obtectus_C_chinensis_A-linked_ortholog_5149', 'A_obtectus_B_siliquastri_A-linked_ortholog_4940', 'B_siliquastri_C_chinensis_A-linked_ortholog_7242', 'C_chinensis_C_maculatus_A-linked_ortholog_7828', 'A_obtectus_C_maculatus_A-linked_ortholog_4705']"
A,rna-AOBTE_LOCUS18993,BRAKERILHT00000013403,CALCHIM00000030027,g3847.t1,3896,"['B_siliquastri_C_maculatus_A-linked_ortholog_6758', 'A_obtectus_C_chinensis_A-linked_ortholog_5150', 'A_obtectus_B_siliquastri_A-linked_ortholog_4941', 'B_siliquastri_C_chinensis_A-linked_ortholog_7241', 'C_chinensis_C_maculatus_A-linked_ortholog_7829', 'A_obtectus_C_maculatus_A-linked_ortholog_4706']"
A,rna-AOBTE_LOCUS18997,BRAKERILHT00000015005,CALCHIM00000030032,g3885.t1,3897,"['B_siliquastri_C_maculatus_A-linked_ortholog_8079', 'A_obtectus_C_chinensis_A-linked_ortholog_5153', 'A_obtectus_B_siliquastri_A-linked_ortholog_4944', 'B_siliquastri_C_chinensis_A-linked_ortholog_8636', 'C_chinensis_C_maculatus_A-linked_ortholog_7831', 'A_obtectus_C_maculatus_A-linked_ortholog_4708']"
A,rna-AOBTE_LOCUS19018-3,BRAKERILHT00000013235,CALCHIM00000053130,g3793.t1,3898,"['B_siliquastri_C_maculatus_A-linked_ortholog_6938', 'A_obtectus_C_chinensis_A-linked_ortholog_5157', 'A_obtectus_B_siliquastri_A-linked_ortholog_4947', 'B_siliquastri_C_chinensis_A-linked_ortholog_7427', 'C_chinensis_C_maculatus_A-linked_ortholog_6154', 'A_obtectus_C_maculatus_A-linked_ortholog_4710']"
A,rna-AOBTE_LOCUS19020,BRAKERILHT00000013881,CALCHIM00000053134,g3796.t1,3899,"['B_siliquastri_C_maculatus_A-linked_ortholog_6939', 'A_obtectus_C_chinensis_A-linked_ortholog_5158', 'A_obtectus_B_siliquastri_A-linked_ortholog_4948', 'B_siliquastri_C_chinensis_A-linked_ortholog_7428', 'C_chinensis_C_maculatus_A-linked_ortholog_6156', 'A_obtectus_C_maculatus_A-linked_ortholog_4711']"
A,rna-AOBTE_LOCUS19024,BRAKERILHT00000012651,CALCHIM00000053137,g3798.t1,3900,"['B_siliquastri_C_maculatus_A-linked_ortholog_6940', 'A_obtectus_C_chinensis_A-linked_ortholog_5159', 'A_obtectus_B_siliquastri_A-linked_ortholog_4950', 'B_siliquastri_C_chinensis_A-linked_ortholog_7429', 'C_chinensis_C_maculatus_A-linked_ortholog_6157', 'A_obtectus_C_maculatus_A-linked_ortholog_4712']"
A,rna-AOBTE_LOCUS19025-2,BRAKERILHT00000013439,CALCHIM00000053138,g3799.t1,3901,"['B_siliquastri_C_maculatus_A-linked_ortholog_6941', 'A_obtectus_C_chinensis_A-linked_ortholog_5160', 'A_obtectus_B_siliquastri_A-linked_ortholog_4951', 'B_siliquastri_C_chinensis_A-linked_ortholog_7430', 'C_chinensis_C_maculatus_A-linked_ortholog_6158', 'A_obtectus_C_maculatus_A-linked_ortholog_4713']"
A,rna-AOBTE_LOCUS19030,BRAKERILHT00000013292,CALCHIM00000053144,g3802.t1,3902,"['B_siliquastri_C_maculatus_A-linked_ortholog_6944', 'A_obtectus_C_chinensis_A-linked_ortholog_5162', 'A_obtectus_B_siliquastri_A-linked_ortholog_4953', 'B_siliquastri_C_chinensis_A-linked_ortholog_7434', 'C_chinensis_C_maculatus_A-linked_ortholog_6161', 'A_obtectus_C_maculatus_A-linked_ortholog_4714']"
A,rna-AOBTE_LOCUS19034,BRAKERILHT00000013857,CALCHIM00000053149,g3805.t1,3903,"['B_siliquastri_C_maculatus_A-linked_ortholog_6946', 'A_obtectus_C_chinensis_A-linked_ortholog_5163', 'A_obtectus_B_siliquastri_A-linked_ortholog_4954', 'B_siliquastri_C_chinensis_A-linked_ortholog_7435', 'C_chinensis_C_maculatus_A-linked_ortholog_6162', 'A_obtectus_C_maculatus_A-linked_ortholog_4715']"
A,rna-AOBTE_LOCUS19037-2,BRAKERILHT00000013158,CALCHIM00000053151,g3807.t1,3904,"['B_siliquastri_C_maculatus_A-linked_ortholog_6947', 'A_obtectus_C_chinensis_A-linked_ortholog_5164', 'A_obtectus_B_siliquastri_A-linked_ortholog_4955', 'B_siliquastri_C_chinensis_A-linked_ortholog_7436', 'C_chinensis_C_maculatus_A-linked_ortholog_6163', 'A_obtectus_C_maculatus_A-linked_ortholog_4716']"
A,rna-AOBTE_LOCUS19039-2,BRAKERILHT00000013254,CALCHIM00000023756,g3809.t3,3905,"['B_siliquastri_C_maculatus_A-linked_ortholog_6948', 'A_obtectus_C_chinensis_A-linked_ortholog_5165', 'A_obtectus_B_siliquastri_A-linked_ortholog_4956', 'B_siliquastri_C_chinensis_A-linked_ortholog_7437', 'C_chinensis_C_maculatus_A-linked_ortholog_2932', 'A_obtectus_C_maculatus_A-linked_ortholog_4717']"
A,rna-AOBTE_LOCUS19042-3,BRAKERILHT00000012487,CALCHIM00000023748,g3810.t1,3906,"['B_siliquastri_C_maculatus_A-linked_ortholog_6949', 'A_obtectus_C_chinensis_A-linked_ortholog_5167', 'A_obtectus_B_siliquastri_A-linked_ortholog_4957', 'B_siliquastri_C_chinensis_A-linked_ortholog_7438', 'C_chinensis_C_maculatus_A-linked_ortholog_2931', 'A_obtectus_C_maculatus_A-linked_ortholog_4718']"
A,rna-AOBTE_LOCUS19049,BRAKERILHT00000013906,CALCHIM00000023746,g3812.t1,3907,"['B_siliquastri_C_maculatus_A-linked_ortholog_6950', 'A_obtectus_C_chinensis_A-linked_ortholog_5169', 'A_obtectus_B_siliquastri_A-linked_ortholog_4959', 'B_siliquastri_C_chinensis_A-linked_ortholog_7439', 'C_chinensis_C_maculatus_A-linked_ortholog_2930', 'A_obtectus_C_maculatus_A-linked_ortholog_4719']"
A,rna-AOBTE_LOCUS19050,BRAKERILHT00000012691,CALCHIM00000023738,g3813.t1,3908,"['B_siliquastri_C_maculatus_A-linked_ortholog_6951', 'A_obtectus_C_chinensis_A-linked_ortholog_5170', 'A_obtectus_B_siliquastri_A-linked_ortholog_4960', 'B_siliquastri_C_chinensis_A-linked_ortholog_7440', 'C_chinensis_C_maculatus_A-linked_ortholog_2929', 'A_obtectus_C_maculatus_A-linked_ortholog_4720']"
A,rna-AOBTE_LOCUS19055-3,BRAKERILHT00000013056,CALCHIM00000023733,g3781.t2,3909,"['B_siliquastri_C_maculatus_A-linked_ortholog_6953', 'A_obtectus_C_chinensis_A-linked_ortholog_5171', 'A_obtectus_B_siliquastri_A-linked_ortholog_4962', 'B_siliquastri_C_chinensis_A-linked_ortholog_7441', 'C_chinensis_C_maculatus_A-linked_ortholog_2928', 'A_obtectus_C_maculatus_A-linked_ortholog_4722']"
A,rna-AOBTE_LOCUS19058,BRAKERILHT00000012627,CALCHIM00000023731,g3780.t1,3910,"['B_siliquastri_C_maculatus_A-linked_ortholog_6954', 'A_obtectus_C_chinensis_A-linked_ortholog_5172', 'A_obtectus_B_siliquastri_A-linked_ortholog_4963', 'B_siliquastri_C_chinensis_A-linked_ortholog_7442', 'C_chinensis_C_maculatus_A-linked_ortholog_2927', 'A_obtectus_C_maculatus_A-linked_ortholog_4723']"
A,rna-AOBTE_LOCUS19059-4,BRAKERILHT00000013826,CALCHIM00000023729,g3779.t1,3911,"['B_siliquastri_C_maculatus_A-linked_ortholog_6955', 'A_obtectus_C_chinensis_A-linked_ortholog_5173', 'A_obtectus_B_siliquastri_A-linked_ortholog_4964', 'B_siliquastri_C_chinensis_A-linked_ortholog_7443', 'C_chinensis_C_maculatus_A-linked_ortholog_2926', 'A_obtectus_C_maculatus_A-linked_ortholog_4724']"
A,rna-AOBTE_LOCUS19060,BRAKERILHT00000013356,CALCHIM00000043927,g3778.t1,3912,"['B_siliquastri_C_maculatus_A-linked_ortholog_6956', 'A_obtectus_C_chinensis_A-linked_ortholog_5174', 'A_obtectus_B_siliquastri_A-linked_ortholog_4965', 'B_siliquastri_C_chinensis_A-linked_ortholog_7444', 'C_chinensis_C_maculatus_A-linked_ortholog_9279', 'A_obtectus_C_maculatus_A-linked_ortholog_4725']"
A,rna-AOBTE_LOCUS19062,BRAKERILHT00000012894,CALCHIM00000023720,g3777.t1,3913,"['B_siliquastri_C_maculatus_A-linked_ortholog_6957', 'A_obtectus_C_chinensis_A-linked_ortholog_5175', 'A_obtectus_B_siliquastri_A-linked_ortholog_4966', 'B_siliquastri_C_chinensis_A-linked_ortholog_7445', 'C_chinensis_C_maculatus_A-linked_ortholog_2925', 'A_obtectus_C_maculatus_A-linked_ortholog_4726']"
A,rna-AOBTE_LOCUS19063-2,BRAKERILHT00000014008,CALCHIM00000023717,g3776.t2,3914,"['B_siliquastri_C_maculatus_A-linked_ortholog_6958', 'A_obtectus_C_chinensis_A-linked_ortholog_5176', 'A_obtectus_B_siliquastri_A-linked_ortholog_4967', 'B_siliquastri_C_chinensis_A-linked_ortholog_7446', 'C_chinensis_C_maculatus_A-linked_ortholog_2924', 'A_obtectus_C_maculatus_A-linked_ortholog_4727']"
A,rna-AOBTE_LOCUS19065,BRAKERILHT00000013531,CALCHIM00000023712,g3773.t2,3915,"['B_siliquastri_C_maculatus_A-linked_ortholog_6959', 'A_obtectus_C_chinensis_A-linked_ortholog_5178', 'A_obtectus_B_siliquastri_A-linked_ortholog_4968', 'B_siliquastri_C_chinensis_A-linked_ortholog_7447', 'C_chinensis_C_maculatus_A-linked_ortholog_2920', 'A_obtectus_C_maculatus_A-linked_ortholog_4729']"
A,rna-AOBTE_LOCUS19067-6,BRAKERILHT00000012565,CALCHIM00000023711,g3772.t1,3916,"['B_siliquastri_C_maculatus_A-linked_ortholog_6960', 'A_obtectus_C_chinensis_A-linked_ortholog_5179', 'A_obtectus_B_siliquastri_A-linked_ortholog_4969', 'B_siliquastri_C_chinensis_A-linked_ortholog_7448', 'C_chinensis_C_maculatus_A-linked_ortholog_2919', 'A_obtectus_C_maculatus_A-linked_ortholog_4730']"
A,rna-AOBTE_LOCUS19075,BRAKERILHT00000012355,CALCHIM00000023703,g3769.t1,3917,"['B_siliquastri_C_maculatus_A-linked_ortholog_6962', 'A_obtectus_C_chinensis_A-linked_ortholog_5182', 'A_obtectus_B_siliquastri_A-linked_ortholog_4972', 'B_siliquastri_C_chinensis_A-linked_ortholog_7452', 'C_chinensis_C_maculatus_A-linked_ortholog_2917', 'A_obtectus_C_maculatus_A-linked_ortholog_4731']"
